query-idProyecto,gen > rel* 3.0
q2-1968762688,False
q2-57820066,False
q2-1861380672,False
q2-30370364,False
q2-1507314506037,False
q2-1799030407,False
q2-1874870633,False
q2-41470042,False
q2-1506508636412,False
q2-44480097,False
q2-39700035,False
q2-1514937477531,False
q2-1855701520,False
q2-1506500486191,False
q2-48730022,False
q2-44530206,False
q2-1863361136,False
q2-1513384817120,False
q2-2034730659,False
q2-1910013,False
q2-1506183456116,False
q2-1873910076,False
q2-1513291679722,False
q2-25990034,False
q2-1791520423,False
q2-1506504496560,False
q2-3980346,False
q2-1505909746847,False
q2-1512474326119,False
q2-19774293,False
q2-1868250766,False
q2-27300077,False
q2-1862920424,False
q2-1513274628928,False
q2-7990036,False
q2-1860904624,False
q2-30640057,False
q2-12170495,False
q2-1507328996013,False
q2-38901168,False
q2-1859473956,False
q2-1506170506738,False
q2-10030057,False
q2-25681244,False
q2-40750122,False
q2-2040670574,False
q2-4970009,False
q2-1512508901201,False
q2-10020069,False
q2-42900016,False
q2-1980780624,False
q2-2040170691,False
q2-2032670435,False
q2-1509071446027,False
q2-1871801111,False
q2-1798541104,False
q2-1977701350,False
q2-2113680806,False
q2-43430042,False
q2-1509216206868,False
q2-26624051,False
q2-1514945238081,False
q2-49770027,False
q2-4910009,False
q2-1506250646045,False
q2-1513339550799,False
q2-1863840499,False
q2-1877330044,False
q2-1506165697032,False
q2-1795110502,False
q2-1511852806633,False
q2-2036600679,False
q2-1506263836970,False
q2-12010013,False
q2-1985060940,False
q2-1798270110,False
q2-1971742352,False
q2-1874830030,False
q2-114736093,False
q2-1979411881,False
q2-3970045,False
q2-1513289611811,False
q2-1513301160107,False
q2-31490031,False
q2-1513306729580,False
q2-44930003,False
q2-41633754,False
q2-1506705799575,False
q2-1513459213909,False
q2-27590137,False
q2-1860885457,False
q2-1513578677014,False
q2-1880250571,False
q2-48700022,False
q2-6780262,False
q2-1880550058,False
q2-1512501290024,False
q2-31930013,False
q2-1870191070,False
q2-1797370124,False
q2-37060037,False
q2-1512139198865,False
q2-42290187,False
q2-45430020,False
q2-1880520928,False
q2-41690023,False
q2-41390043,False
q2-12050060,False
q2-1972561423,False
q2-1506698186845,False
q2-1987230683,False
q2-2033800529,False
q2-1513572917883,False
q2-21222755,False
q2-5961640,False
q2-1802081296,False
q2-4840137,False
q2-51010011,False
q2-1883351960,False
q2-27430010,False
q2-1792872524,False
q2-1790327,False
q2-1795130498,False
q2-30740101,False
q2-1798591304,False
q2-33837267,False
q2-1506120736360,False
q2-2031570307,False
q2-42050109,False
q2-1872970055,False
q2-12070065,False
q2-44820005,False
q2-14070010,False
q2-11080014,False
q2-10320085,False
q2-1513561558362,False
q2-1512381554384,False
q2-41633751,False
q2-1874780064,False
q2-6890014,False
q2-18080084,False
q2-7870349,False
q2-49780004,False
q2-1513275902059,False
q2-26516131,False
q2-1861030884,False
q2-1798360247,False
q2-1506257007345,False
q2-2031570293,False
q2-1799340321,False
q2-1866211423,False
q2-2037250483,False
q2-13140029,False
q2-1880050091,False
q2-41710041,False
q2-24100035,False
q2-1509116128544,False
q2-1797076575,False
q2-5990049,False
q2-1506491716214,False
q2-1506679866479,False
q2-1506527896539,False
q2-970037,False
q2-1509233376012,False
q2-2031660564,False
q2-1506170717202,False
q2-7890422,False
q2-1513119852308,False
q2-25580019,False
q2-1859621940,False
q2-1791430060,False
q2-1511529536930,False
q2-1780317,False
q2-1505966436127,False
q2-18491491,False
q2-7850125,False
q2-7870283,False
q2-17270432,False
q2-45480028,False
q2-1860384777,False
q2-11730002,False
q2-1985081142,False
q2-1506736110671,False
q2-20480038,False
q2-1506502576993,False
q2-2037450412,False
q2-1506181556054,False
q2-1883200014,False
q2-13290027,False
q2-1509214286314,False
q2-1509249286132,False
q2-1509048596058,False
q2-1509212316544,False
q2-2033510475,False
q2-6820070,False
q2-1506516536494,False
q2-1513301279844,False
q2-1974362555,False
q2-1513262600350,False
q2-1513295580981,False
q2-2040080898,False
q2-1513303116253,False
q2-13640374,False
q2-1981550739,False
q2-9990277,False
q2-1511206652464,False
q2-1971910094,False
q2-2035290917,False
q2-1513293599180,False
q2-1856631193,False
q2-3960083,False
q2-1506491596226,False
q2-1513306760103,False
q2-1879370031,False
q2-1505879306615,False
q2-2027870645,False
q2-1881290765,False
q2-12760012,False
q2-19864323,False
q2-51010015,False
q2-49760013,False
q2-1506502926424,False
q2-1983520578,False
q2-9980022,False
q2-7860331,False
q2-25620005,True
q2-25520085,False
q2-1874920404,False
q2-2030610754,False
q2-1957730070,False
q2-1988120304,False
q2-4890014,False
q2-1984191059,False
q2-41440061,False
q2-1506176517200,False
q2-2032840413,False
q2-1864280925,False
q2-2980114,False
q2-31550024,False
q2-1506180576132,False
q2-2980123,False
q2-40790007,False
q2-27580161,False
q2-1513827960942,False
q2-28660008,False
q2-1767970249,False
q2-1794535803,False
q2-1865041244,False
q2-1506723579943,False
q2-1511610134576,False
q2-1506595388227,False
q2-1795631360,False
q2-1970362321,False
q2-1790700096,False
q2-1795210073,False
q2-6890023,False
q2-33300136,False
q2-1875660022,False
q2-1506727410806,False
q2-1882540294,False
q2-3980080,False
q2-1509225236083,False
q2-1866091663,False
q2-930029,False
q2-1513309296134,False
q2-68270006,False
q2-45970008,False
q2-43940048,False
q2-2025970710,False
q2-1506702147455,False
q2-1867011311,False
q2-43530079,False
q2-1506105848055,False
q2-1506512676719,False
q2-1506468388009,False
q2-44810013,False
q2-45910060,False
q2-10190041,False
q2-20820034,False
q2-46760032,False
q2-1506715242238,False
q2-22160289,False
q2-33815269,False
q2-1514687915979,False
q2-48650045,False
q2-31950024,False
q2-1511610045204,False
q2-46690006,False
q2-1797260915,False
q2-16420020,False
q2-1583220983,False
q2-1505790816198,False
q2-29615160,False
q2-1513557166296,False
q2-18160020,False
q2-36370055,False
q2-49760009,False
q2-1513283878109,False
q2-23453334,False
q2-1797081119,False
q2-7920019,False
q2-5980371,False
q2-1792660262,False
q2-52936492,False
q2-12160064,False
q2-5961559,False
q2-48190073,False
q2-1859902167,False
q2-48300011,False
q2-13110044,False
q2-1513300146349,False
q2-1856830886,False
q2-37170074,False
q2-1859802304,False
q2-1795701151,False
q2-1976211510,False
q2-1874820078,False
q2-1971780069,False
q2-1506579390704,False
q2-1506718306849,False
q2-1506725946254,False
q2-47890074,False
q2-23772782,False
q2-1875790634,False
q2-1506496856505,False
q2-35380045,False
q2-1506518536320,False
q2-1880510025,False
q2-1506177197587,False
q2-44860008,False
q2-19004040,False
q2-1509243106660,False
q2-7880076,False
q2-1796142111,False
q2-1506184896103,False
q2-49360018,False
q2-9990133,False
q2-49690048,False
q2-1861351166,False
q2-7900429,False
q2-1509236857869,False
q2-48640041,False
q2-1506182446078,False
q2-1513563257121,False
q2-4850361,False
q2-1803030480,False
q2-45120017,False
q2-1506126186271,False
q2-1865551010,False
q2-1506185926105,False
q2-49480002,False
q2-1856742156,False
q2-30360001,False
q2-43430045,False
q2-44820035,False
q2-1877191215,False
q2-1511090432995,False
q2-34530049,False
q2-1506689257426,False
q2-1506170306647,False
q2-1876700603,False
q2-1513099967648,False
q2-1513286056694,True
q2-38901173,False
q2-33300161,False
q2-1509101276171,False
q2-10030317,False
q2-2031730576,False
q2-6780096,False
q2-1793710433,False
q2-1883161351,False
q2-1882260020,False
q2-12120065,False
q2-31880142,False
q2-1880470212,False
q2-1506173707109,False
q2-46290061,False
q2-1506500536338,False
q2-1512259347596,False
q2-44470115,False
q2-6770118,False
q2-2036030534,False
q2-940044,False
q2-39915836,False
q2-24100062,False
q2-15270029,False
q2-16525731,False
q2-1863170850,False
q2-40140106,False
q2-1862731271,False
q2-1505799056444,False
q2-1505921486454,False
q2-35970071,False
q2-1974740029,False
q2-48690012,False
q2-1873960072,False
q2-1506243617617,False
q2-7940009,False
q2-45910043,False
q2-1513335005990,False
q2-910030,False
q2-4870147,False
q2-1877480006,False
q2-1863420972,False
q2-2121480195,False
q2-15690045,False
q2-1971931894,False
q2-41990026,False
q2-15580006,False
q2-1876470319,False
q2-1856951538,False
q2-48360102,False
q2-27020002,False
q2-39810013,False
q2-29430033,False
q2-2038670395,False
q2-1987350089,False
q2-1513348288785,False
q2-1882220728,False
q2-108852928,False
q2-1864352334,False
q2-1506262537775,False
q2-1979381764,False
q2-7880116,False
q2-1860946741,False
q2-1506520226394,False
q2-40300032,False
q2-1511132959000,False
q2-28741840,False
q2-2035560557,False
q2-960052,False
q2-46050014,False
q2-1877742151,False
q2-41900048,False
q2-1875720049,False
q2-10480124,False
q2-49820009,False
q2-1506689377013,False
q2-1506715956425,False
q2-26810127,False
q2-1506522536093,False
q2-25750002,False
q2-2039510201,False
q2-1794420354,False
q2-43150053,False
q2-1506186316153,False
q2-1791510181,False
q2-26670028,False
q2-1514722043934,False
q2-1506246637336,False
q2-1970621756,False
q2-15690043,False
q2-41760031,False
q2-2950070,False
q2-1507342156126,False
q2-1798282830,False
q2-5970369,False
q2-1506708666025,False
q2-940125,False
q2-7850035,False
q2-42775034,False
q2-1506169786800,False
q2-11000273,False
q2-1780450,False
q2-31910057,False
q2-13843625,False
q2-11730003,False
q2-1855791754,False
q2-1511123270239,False
q2-41540098,False
q2-2980090,False
q2-2970351,False
q2-47900022,False
q2-1512241909464,False
q2-1513274435226,False
q2-47960006,False
q2-7850237,False
q2-1509228726199,False
q2-1794190389,False
q2-2028910764,False
q2-1344240419,False
q2-1798110730,False
q2-1792860289,False
q3-57800092,False
q3-1863190961,False
q3-10180041,False
q3-1506524266334,False
q3-31550023,False
q3-1884040025,False
q3-1859473908,False
q3-1908860284,False
q3-1506520146272,False
q3-7890332,False
q3-1855931308,False
q3-45080058,False
q3-49730012,False
q3-13390013,False
q3-1509202436664,False
q3-1506516387044,False
q3-1790670480,False
q3-7870062,False
q3-33010046,False
q3-1506181106746,False
q3-1881080475,False
q3-1513373336060,False
q3-50100001,False
q3-10030449,False
q3-4840143,False
q3-4880162,False
q3-1873970039,False
q3-1511509698938,False
q3-1505960736188,False
q3-19100171,False
q3-1872970336,False
q3-1506270127591,False
q3-11040003,False
q3-4850246,False
q3-1872940094,False
q3-14690018,False
q3-2037100555,False
q3-1892890187,False
q3-13060029,False
q3-1859762138,False
q3-7900148,False
q3-1857631417,False
q3-1793320216,False
q3-1506704457092,False
q3-1976680008,False
q3-4840121,False
q3-1883380284,False
q3-1940035,False
q3-1509223416274,False
q3-13060050,False
q3-1505883556465,False
q3-1788960329,False
q3-1971322173,False
q3-30535192,False
q3-43180071,False
q3-38811205,False
q3-45430022,False
q3-33300138,False
q3-10860006,False
q3-21710081,False
q3-1966791433,False
q3-1506170426686,False
q3-1506263096902,False
q3-1875490331,False
q3-1972891707,False
q3-6910101,False
q3-16841286,False
q3-1514444197137,False
q3-27670047,False
q3-1984351074,False
q3-10560012,False
q3-5649391675244544,False
q3-37170087,False
q3-1793840017,False
q3-1506709907003,False
q3-1864391655,False
q3-1509236676504,False
q3-1867300198,False
q3-41880043,False
q3-20980005,False
q3-2033310456,False
q3-11020027,False
q3-43960038,False
q3-1797230128,False
q3-31910042,False
q3-80228724,False
q3-48630068,False
q3-1984082076,False
q3-1793500330,False
q3-48460045,False
q3-1511511836944,False
q3-1513295543997,False
q3-50570116,False
q3-1511123948820,False
q3-1512048452131,False
q3-46700033,False
q3-1881481690,False
q3-1790329,False
q3-1863301562,False
q3-1978970753,False
q3-1793641151,False
q3-1879360037,False
q3-27050576,False
q3-900109,False
q3-7980004,False
q3-1506493636528,False
q3-21770120,False
q3-42540099,False
q3-33837272,False
q3-1797140185,False
q3-15030014,False
q3-4890065,False
q3-1878400640,False
q3-1509070776260,False
q3-37220006,False
q3-1506174547114,False
q3-970010,False
q3-35820134,False
q3-1506233866939,False
q3-1994840013,False
q3-4870393,False
q3-15110055,False
q3-47910028,False
q3-1797440305,False
q3-1978731214,False
q3-6810158,False
q3-2034580327,False
q3-10080001,False
q3-1864440790,False
q3-1863770846,False
q3-23742836,False
q3-1513279968806,False
q3-1884020517,False
q3-31310263,False
q3-1881171177,False
q3-1509194426245,False
q3-6780442,False
q3-46353547,False
q3-1793700497,False
q3-13110055,False
q3-45920033,False
q3-43140010,False
q3-2030610742,False
q3-10650227,False
q3-1865511274,False
q3-20120054,False
q3-1513274616668,False
q3-33160018,False
q3-1506173567420,False
q3-1513299478026,False
q3-1988100263,False
q3-1869242377,False
q3-1509091185984,False
q3-7860138,False
q3-1513507757267,False
q3-1790760391,False
q3-900355,False
q3-1506269298769,False
q3-1862771155,False
q3-1880150100,False
q3-33610156,False
q3-1799050257,False
q3-1508146756018,False
q3-1866151159,False
q3-24850075,False
q3-1509058586044,False
q3-10080019,False
q3-1878290041,False
q3-16525743,False
q3-19218689,False
q3-1506177516607,False
q3-1513294000230,False
q3-41070083,False
q3-49410029,False
q3-31290055,False
q3-1506498856950,False
q3-1506493426479,False
q3-7970036,False
q3-21710068,False
q3-1881040074,False
q3-1977291520,False
q3-24760057,False
q3-1506721526744,False
q3-1875390063,False
q3-970020,False
q3-1511268306814,False
q3-1790760297,False
q3-28580018,False
q3-1513290166294,False
q3-1506685457043,False
q3-1509206366098,False
q3-16040058,False
q3-7870148,False
q3-1803060473,False
q3-1984430497,False
q3-2035290953,False
q3-2970140,False
q3-49670063,False
q3-1980860243,False
q3-1797540044,False
q3-1511283267092,False
q3-1511513788902,False
q3-1506500676261,False
q3-14110061,False
q3-7890257,False
q3-1509218473106,False
q3-1872850093,False
q3-1511130070891,False
q3-1795540309,False
q3-1873751474,False
q3-35820136,False
q3-47560075,False
q3-24630133,False
q3-48230034,False
q3-1872910431,False
q3-6790061,False
q3-15070006,False
q3-1509216636214,False
q3-24730101,False
q3-1506496436725,False
q3-1289020003,False
q3-122244312,False
q3-1506124216461,False
q3-1505955227120,False
q3-27310076,False
q3-1974701347,False
q3-1602620223,False
q3-1509225995986,False
q3-42800007,False
q3-1511999012342,False
q3-1509198616064,False
q3-1512112272297,False
q3-1866061568,False
q3-1780397,False
q3-1510963357927,False
q3-57820075,False
q3-1506174457179,False
q3-54640078,False
q3-48790008,False
q3-22160299,False
q3-5970036,False
q3-2033420336,False
q3-1801335796,False
q3-4930005,False
q3-45780058,False
q3-1800101555,False
q3-1506262577411,False
q3-1507330976082,False
q3-1513285930549,False
q3-1871860092,False
q3-1859812033,False
q3-1984530276,False
q3-1856921186,False
q3-2033800542,False
q3-30290047,False
q3-1798210422,False
q3-13060019,False
q3-1798701026,False
q3-1791991074,False
q3-13220034,False
q3-1505965666056,False
q3-1512146326692,False
q3-1975270594,False
q3-1878170062,False
q3-1861491437,False
q3-1506164777212,False
q3-40400037,False
q3-1920002,False
q3-1506758346840,False
q3-1509222190156,False
q3-1511116401271,False
q3-1509198626591,False
q3-22550037,False
q3-3950047,False
q3-1880340042,False
q3-26550042,False
q3-1506510636415,False
q3-1509048566297,False
q3-7920049,False
q3-1798690265,False
q3-1506166867614,False
q3-1884180782,False
q3-38080036,False
q3-5990306,False
q3-11020029,False
q3-6790035,False
q3-1509225326060,False
q3-1875340139,False
q3-45390054,False
q3-20800557,False
q3-1983291765,False
q3-44800029,False
q3-45980013,False
q3-29625158,False
q3-1513297331081,False
q3-1792881449,False
q3-1872940093,False
q3-23842748,False
q3-21830035,False
q3-2037440684,False
q3-960008,False
q3-1506719027198,False
q3-1506746547444,False
q3-1506185986057,False
q3-28741847,False
q3-34920142,False
q3-1509234856027,False
q3-1867031436,False
q3-1131230489,False
q3-1354020033,False
q3-36220860,False
q3-1506489676263,False
q3-1506687767399,False
q3-45910071,False
q3-44790049,False
q3-1984120994,False
q3-1505959776000,False
q3-2035450826,False
q3-1512047992365,False
q3-7890056,False
q3-47170006,False
q3-47500058,False
q3-1872680227,False
q3-46063809,False
q3-50070021,False
q3-1974821778,False
q3-1879690737,False
q3-1861232143,False
q3-41620016,False
q3-5629499534213120,False
q3-1876381512,False
q3-1876820021,False
q3-1506171966657,False
q3-32750019,False
q3-1800060197,False
q3-38600044,False
q3-1513849917268,False
q3-1986100434,False
q3-1511133102246,False
q3-1506714186849,False
q3-45970005,False
q3-1506531626003,False
q3-1860005,False
q3-1506720256624,False
q3-960053,False
q3-1509186659273,False
q3-39060023,False
q3-1791770031,False
q3-1875450886,False
q3-2980106,False
q3-20900009,False
q3-1506179157328,False
q3-41170020,False
q3-2037700296,False
q3-1509046426223,False
q3-1506494716249,False
q3-36490190,False
q3-1872920092,False
q3-26810110,False
q3-4870369,False
q3-1802030357,False
q3-36750034,False
q3-1986220805,False
q3-1863801180,False
q3-1879271784,False
q3-1506700426462,False
q3-1973531692,False
q3-1984490326,False
q3-1795050604,False
q3-6780354,False
q3-4870151,False
q3-1978821253,False
q3-1511724288117,False
q3-33720021,False
q3-67170018,False
q3-1511774796181,False
q3-26760084,False
q3-42620050,False
q3-45350045,False
q3-1513556830031,False
q3-47900019,False
q3-1790840019,False
q3-1792430554,False
q3-2038100445,False
q3-1506502976207,False
q3-1511778302520,False
q3-1860774854,False
q3-1800063,False
q3-11480031,False
q3-31490011,False
q3-42290176,False
q3-1506178546734,False
q3-1871940464,False
q3-1880280026,False
q3-1506524326358,False
q3-1984120998,False
q3-101739008,False
q3-1863511591,False
q3-2034690276,False
q3-1511938421091,False
q3-1876500061,False
q3-1979491471,False
q3-1880690593,False
q3-1857950630,False
q3-1513277679247,False
q3-1854901091,False
q3-1967792474,False
q3-48360095,False
q3-24100060,False
q3-1873950073,False
q3-1511799046773,False
q3-1506327798456,False
q3-1799050241,False
q3-1794850186,False
q3-9990372,False
q3-1977980927,False
q3-1879130732,False
q3-1798250621,False
q3-1878800409,False
q3-1506723466849,False
q3-1863001776,False
q3-1799241845,False
q3-22650009,False
q3-2033450476,False
q3-1513293761181,False
q3-1513295946260,False
q3-1506520636519,False
q3-38811236,False
q3-1506181276011,False
q3-1506716146657,False
q3-1802140875,False
q3-1982620835,False
q3-4860318,False
q3-1861491397,False
q3-1506498896742,False
q3-1514954969139,False
q3-1980421227,False
q3-1800313,False
q3-10020067,False
q3-14100062,False
q3-1801090152,False
q3-54790064,False
q3-2032580593,False
q3-45080052,False
q3-2034690311,False
q3-1816300443,False
q3-1874880058,False
q3-15494865,False
q3-1507331466022,False
q3-2029740524,False
q3-1514714197393,False
q3-44910002,False
q3-37240003,False
q3-1513859099464,False
q3-1867112677,False
q3-38600054,False
q3-1793670869,False
q3-1509259336063,False
q3-1793550727,False
q3-2980433,False
q3-2980312,False
q3-1513981047985,False
q3-44790048,False
q3-15080003,False
q3-21060100,False
q3-31300098,False
q3-1968762688,False
q3-57820066,False
q3-1861380672,False
q3-30370364,False
q3-1507314506037,False
q3-1799030407,False
q3-1874870633,False
q3-41470042,False
q3-1506508636412,False
q3-44480097,False
q3-39700035,False
q3-1514937477531,False
q3-1855701520,False
q3-1506500486191,False
q3-48730022,False
q3-44530206,False
q3-1863361136,False
q3-1513384817120,False
q3-2034730659,False
q3-1910013,False
q3-1506183456116,False
q3-1873910076,False
q3-1513291679722,False
q3-25990034,False
q3-1791520423,False
q3-1506504496560,False
q3-3980346,False
q3-1505909746847,False
q3-1512474326119,False
q3-19774293,False
q3-1868250766,False
q3-27300077,False
q3-1862920424,False
q3-1513274628928,False
q3-7990036,False
q3-1860904624,False
q3-30640057,False
q3-12170495,False
q3-1507328996013,False
q3-38901168,False
q3-1859473956,False
q3-1506170506738,False
q3-10030057,False
q3-25681244,False
q3-40750122,False
q3-2040670574,False
q3-4970009,False
q3-1512508901201,False
q3-10020069,False
q3-42900016,False
q3-1980780624,False
q3-2040170691,False
q3-2032670435,False
q3-1509071446027,False
q3-1871801111,False
q3-1798541104,False
q3-1977701350,False
q3-2113680806,False
q3-43430042,False
q3-1509216206868,False
q3-26624051,False
q3-1514945238081,False
q3-49770027,False
q3-4910009,False
q3-1506250646045,False
q3-1513339550799,False
q3-1863840499,False
q3-1877330044,False
q3-1506165697032,False
q3-1795110502,False
q3-1511852806633,False
q3-2036600679,False
q3-1506263836970,False
q3-12010013,False
q3-1985060940,False
q3-1798270110,False
q3-1971742352,False
q3-1874830030,False
q3-114736093,False
q3-1979411881,False
q3-3970045,False
q3-1513289611811,False
q3-1513301160107,False
q3-31490031,False
q3-1513306729580,False
q3-44930003,False
q3-41633754,False
q3-1506705799575,False
q3-1513459213909,False
q3-27590137,False
q3-1860885457,False
q3-1513578677014,False
q3-1880250571,False
q3-48700022,False
q3-6780262,False
q3-1880550058,False
q3-1512501290024,False
q3-31930013,False
q3-1870191070,False
q3-1797370124,False
q3-37060037,False
q3-1512139198865,False
q3-42290187,False
q3-45430020,False
q3-1880520928,False
q3-41690023,False
q3-41390043,False
q3-12050060,False
q3-1972561423,False
q3-1506698186845,False
q3-1987230683,False
q3-2033800529,False
q3-1513572917883,False
q3-21222755,False
q3-5961640,False
q3-1802081296,False
q3-4840137,False
q3-51010011,False
q3-1883351960,False
q3-27430010,False
q3-1792872524,False
q3-1790327,False
q3-1795130498,False
q3-30740101,False
q3-1798591304,False
q3-33837267,False
q3-1506120736360,False
q3-2031570307,False
q3-42050109,False
q3-1872970055,False
q3-12070065,False
q3-44820005,False
q3-14070010,False
q3-11080014,False
q3-10320085,False
q3-1513561558362,False
q3-1512381554384,False
q3-41633751,False
q3-1874780064,False
q3-6890014,False
q3-18080084,False
q3-7870349,False
q3-49780004,False
q3-1513275902059,False
q3-26516131,False
q3-1861030884,False
q3-1798360247,False
q3-1506257007345,False
q3-2031570293,False
q3-1799340321,False
q3-1866211423,False
q3-2037250483,False
q3-13140029,False
q3-1880050091,False
q3-41710041,False
q3-24100035,False
q3-1509116128544,False
q3-1797076575,False
q3-5990049,False
q3-1506491716214,False
q3-1506679866479,False
q3-1506527896539,False
q3-970037,False
q3-1509233376012,False
q3-2031660564,False
q3-1506170717202,False
q3-7890422,False
q3-1513119852308,False
q3-25580019,False
q3-1859621940,False
q3-1791430060,False
q3-1511529536930,False
q3-1780317,False
q3-1505966436127,False
q3-18491491,False
q3-7850125,False
q3-7870283,False
q3-17270432,False
q3-45480028,False
q3-1860384777,False
q3-11730002,False
q3-1985081142,False
q3-1506736110671,False
q3-20480038,False
q3-1506502576993,False
q3-2037450412,False
q3-1506181556054,False
q3-1883200014,False
q3-13290027,False
q3-1509214286314,False
q3-1509249286132,False
q3-1509048596058,False
q3-1509212316544,False
q3-2033510475,False
q3-6820070,False
q3-1506516536494,False
q3-1513301279844,False
q3-1974362555,False
q3-1513262600350,False
q3-1513295580981,False
q3-2040080898,False
q3-1513303116253,False
q3-13640374,False
q3-1981550739,False
q3-9990277,False
q3-1511206652464,False
q3-1971910094,False
q3-2035290917,False
q3-1513293599180,False
q3-1856631193,False
q3-3960083,False
q3-1506491596226,False
q3-1513306760103,False
q3-1879370031,False
q3-1505879306615,False
q3-2027870645,False
q3-1881290765,False
q3-12760012,False
q3-19864323,False
q3-51010015,False
q3-49760013,False
q3-1506502926424,False
q3-1983520578,False
q3-9980022,False
q3-7860331,False
q3-25620005,False
q3-25520085,False
q3-1874920404,False
q3-2030610754,False
q3-1957730070,False
q3-1988120304,False
q3-4890014,False
q3-1984191059,False
q3-41440061,False
q3-1506176517200,False
q3-2032840413,False
q3-1864280925,False
q3-2980114,False
q3-31550024,False
q3-1506180576132,False
q3-2980123,False
q3-40790007,False
q3-27580161,False
q3-1513827960942,False
q3-28660008,False
q3-1767970249,False
q3-1794535803,False
q3-1865041244,False
q3-1506723579943,False
q3-1511610134576,False
q3-1506595388227,False
q3-1795631360,False
q3-1970362321,False
q3-1790700096,False
q3-1795210073,False
q3-6890023,False
q3-33300136,False
q3-1875660022,False
q3-1506727410806,False
q3-1882540294,False
q3-3980080,False
q3-1509225236083,False
q3-1866091663,False
q3-930029,False
q3-1513309296134,False
q3-68270006,False
q3-45970008,False
q3-43940048,False
q3-2025970710,False
q3-1506702147455,False
q3-1867011311,False
q3-43530079,False
q3-1506105848055,False
q3-1506512676719,False
q3-1506468388009,False
q3-44810013,False
q3-45910060,False
q3-10190041,False
q3-20820034,False
q3-46760032,False
q3-1506715242238,False
q3-22160289,False
q3-33815269,False
q3-1514687915979,False
q3-48650045,False
q3-31950024,False
q3-1511610045204,False
q3-46690006,False
q3-1797260915,False
q3-16420020,False
q3-1583220983,False
q3-1505790816198,False
q3-29615160,False
q3-1513557166296,False
q3-18160020,False
q3-36370055,False
q3-49760009,False
q3-1513283878109,False
q3-23453334,False
q3-1797081119,False
q3-7920019,False
q3-5980371,False
q3-1792660262,False
q3-52936492,False
q3-12160064,False
q3-5961559,False
q3-48190073,False
q3-1859902167,False
q3-48300011,False
q3-13110044,False
q3-1513300146349,False
q3-1856830886,False
q3-37170074,False
q3-1859802304,False
q3-1795701151,False
q3-1976211510,False
q3-1874820078,False
q3-1971780069,False
q3-1506579390704,False
q3-1506718306849,False
q3-1506725946254,False
q3-47890074,False
q3-23772782,False
q3-1875790634,False
q3-1506496856505,False
q3-35380045,False
q3-1506518536320,False
q3-1880510025,False
q3-1506177197587,False
q3-44860008,False
q3-19004040,False
q3-1509243106660,False
q3-7880076,False
q3-1796142111,False
q3-1506184896103,False
q3-49360018,False
q3-9990133,False
q3-49690048,False
q3-1861351166,False
q3-7900429,False
q3-1509236857869,False
q3-48640041,False
q3-1506182446078,False
q3-1513563257121,False
q3-4850361,False
q3-1803030480,False
q3-45120017,False
q3-1506126186271,False
q3-1865551010,False
q3-1506185926105,False
q3-49480002,False
q3-1856742156,False
q3-30360001,False
q3-43430045,False
q3-44820035,False
q3-1877191215,False
q3-1511090432995,False
q3-34530049,False
q3-1506689257426,False
q3-1506170306647,False
q3-1876700603,False
q3-1513099967648,False
q3-1513286056694,False
q3-38901173,False
q3-33300161,False
q3-1509101276171,False
q3-10030317,False
q3-2031730576,False
q3-6780096,False
q3-1793710433,False
q3-1883161351,False
q3-1882260020,False
q3-12120065,False
q3-31880142,False
q3-1880470212,False
q3-1506173707109,False
q3-46290061,False
q3-1506500536338,False
q3-1512259347596,False
q3-44470115,False
q3-6770118,False
q3-2036030534,False
q3-940044,False
q3-39915836,False
q3-24100062,False
q3-15270029,False
q3-16525731,False
q3-1863170850,False
q3-40140106,False
q3-1862731271,False
q3-1505799056444,False
q3-1505921486454,False
q3-35970071,False
q3-1974740029,False
q3-48690012,False
q3-1873960072,False
q3-1506243617617,False
q3-7940009,False
q3-45910043,False
q3-1513335005990,False
q3-910030,False
q3-4870147,False
q3-1877480006,False
q3-1863420972,False
q3-2121480195,False
q3-15690045,False
q3-1971931894,False
q3-41990026,False
q3-15580006,False
q3-1876470319,False
q3-1856951538,False
q3-48360102,False
q3-27020002,False
q3-39810013,False
q3-29430033,False
q3-2038670395,False
q3-1987350089,False
q3-1513348288785,False
q3-1882220728,False
q3-108852928,False
q3-1864352334,False
q3-1506262537775,False
q3-1979381764,False
q3-7880116,False
q3-1860946741,False
q3-1506520226394,False
q3-40300032,False
q3-1511132959000,False
q3-28741840,False
q3-2035560557,False
q3-960052,False
q3-46050014,False
q3-1877742151,False
q3-41900048,False
q3-1875720049,False
q3-10480124,False
q3-49820009,False
q3-1506689377013,False
q3-1506715956425,False
q3-26810127,False
q3-1506522536093,False
q3-25750002,False
q3-2039510201,False
q3-1794420354,False
q3-43150053,False
q3-1506186316153,False
q3-1791510181,False
q3-26670028,False
q3-1514722043934,False
q3-1506246637336,False
q3-4850118,False
q3-1970621756,False
q3-15690043,False
q3-41760031,False
q3-2950070,False
q3-1507342156126,False
q3-1798282830,False
q3-5970369,False
q3-1506708666025,False
q3-940125,False
q3-7850035,False
q3-42775034,False
q3-1506169786800,False
q3-11000273,False
q3-1780450,False
q3-31910057,False
q3-13843625,False
q3-11730003,False
q3-1855791754,False
q3-1511123270239,False
q3-41540098,False
q3-2980090,False
q3-2970351,False
q3-47900022,False
