query-idProyecto,orig_total,gen_total,gen > rel* 1,gen > rel* 1.1,gen > rel* 1.2,gen > rel* 1.3 
q2-1514714197393,0,0,False,False,False,False
q2-1984351074,0,0,False,False,False,False
q2-15580006,0,0,False,False,False,False
q2-48360102,0,0,False,False,False,False
q2-1513291679722,0,0,False,False,False,False
q2-39810013,0,0,False,False,False,False
q2-1506177516607,0,0,False,False,False,False
q2-1506700426462,0,0,False,False,False,False
q2-1860774854,0,0,False,False,False,False
q2-35820134,0,0,False,False,False,False
q2-1857631417,0,0,False,False,False,False
q2-25580019,0,0,False,False,False,False
q2-1505909746847,0,0,False,False,False,False
q2-1880340042,0,0,False,False,False,False
q2-1800063,0,0,False,False,False,False
q2-1984191059,0,0,False,False,False,False
q2-54640078,0,0,False,False,False,False
q2-2036030534,0,0,False,False,False,False
q2-1509228726199,0,0,False,False,False,False
q2-1506262537775,0,0,False,False,False,False
q2-1875790634,0,0,False,False,False,False
q2-33815269,0,0,False,False,False,False
q2-45430020,0,0,False,False,False,False
q2-15070006,0,0,False,False,False,False
q2-1513290166294,0,0,False,False,False,False
q2-1966791433,0,0,False,False,False,False
q2-1513279968806,0,0,False,False,False,False
q2-7900429,0,0,False,False,False,False
q2-31910057,0,0,False,False,False,False
q2-1984430497,0,0,False,False,False,False
q2-2033450476,0,0,False,False,False,False
q2-1793550727,0,0,False,False,False,False
q2-2031660564,0,0,False,False,False,False
q2-23742836,0,0,False,False,False,False
q2-1994840013,0,0,False,False,False,False
q2-1506491596226,0,0,False,False,False,False
q2-1857791233,0,0,False,False,False,False
q2-14690018,0,0,False,False,False,False
q2-1506180576132,0,0,False,False,False,False
q2-1859802304,0,0,False,False,False,False
q2-1860384777,0,0,False,False,False,False
q2-10650227,0,0,False,False,False,False
q2-1512501290024,0,0,False,False,False,False
q2-2980123,0,0,False,False,False,False
q2-36370055,0,0,False,False,False,False
q2-1513301279844,0,0,False,False,False,False
q2-1506522536093,0,0,False,False,False,False
q2-2034580327,0,0,False,False,False,False
q2-5961640,0,0,False,False,False,False
q2-1513981047985,0,0,False,False,False,False
q2-40790007,0,0,False,False,False,False
q2-37060037,0,0,False,False,False,False
q2-10480124,0,0,False,False,False,False
q2-1971931894,0,0,False,False,False,False
q2-5961559,0,0,False,False,False,False
q2-1513384817120,0,0,False,False,False,False
q2-19864323,0,0,False,False,False,False
q2-42800007,0,0,False,False,False,False
q2-25620005,0,96,True,True,True,True
q2-1511268306814,0,0,False,False,False,False
q2-27020002,0,0,False,False,False,False
q2-25990034,0,0,False,False,False,False
q2-39060023,0,0,False,False,False,False
q2-1860904624,0,0,False,False,False,False
q2-29430033,0,0,False,False,False,False
q2-1506704457092,0,0,False,False,False,False
q2-10030449,0,0,False,False,False,False
q2-970010,0,0,False,False,False,False
q2-1975270594,0,0,False,False,False,False
q2-1512048452131,0,0,False,False,False,False
q2-1883161351,0,0,False,False,False,False
q2-33300138,0,0,False,False,False,False
q2-1795540309,0,0,False,False,False,False
q2-1880280026,0,0,False,False,False,False
q2-10860006,0,0,False,False,False,False
q2-1976211510,0,0,False,False,False,False
q2-1877742151,0,0,False,False,False,False
q2-1506171966657,0,0,False,False,False,False
q2-1967792474,0,0,False,False,False,False
q2-47910028,0,0,False,False,False,False
q2-26760084,0,0,False,False,False,False
q2-1511513788902,0,0,False,False,False,False
q2-42050109,0,0,False,False,False,False
q2-1982620835,0,0,False,False,False,False
q2-1859473956,0,0,False,False,False,False
q2-6820070,0,0,False,False,False,False
q2-52936492,0,0,False,False,False,False
q2-35380045,0,0,False,False,False,False
q2-7870349,0,0,False,False,False,False
q2-47500058,0,0,False,False,False,False
q2-1506164777212,0,0,False,False,False,False
q2-2033800529,0,0,False,False,False,False
q2-34530049,0,0,False,False,False,False
q2-1797370124,0,0,False,False,False,False
q2-1878800409,0,0,False,False,False,False
q2-19100171,0,0,False,False,False,False
q2-1509202436664,0,0,False,False,False,False
q2-1794850186,0,0,False,False,False,False
q2-1791991074,0,0,False,False,False,False
q2-1867031436,0,0,False,False,False,False
q2-41620016,0,0,False,False,False,False
q2-2028910764,0,0,False,False,False,False
q2-970037,0,0,False,False,False,False
q2-1506500486191,0,0,False,False,False,False
q2-12170495,0,0,False,False,False,False
q2-1986220805,0,0,False,False,False,False
q2-1344240419,0,0,False,False,False,False
q2-6780442,0,0,False,False,False,False
q2-10080019,0,0,False,False,False,False
q2-4870151,0,0,False,False,False,False
q2-33160018,0,0,False,False,False,False
q2-1795631360,0,0,False,False,False,False
q2-13060029,0,0,False,False,False,False
q2-20120054,0,0,False,False,False,False
q2-1980421227,0,0,False,False,False,False
q2-41070083,0,0,False,False,False,False
q2-1512146326692,0,0,False,False,False,False
q2-1892890187,0,0,False,False,False,False
q2-37170074,0,0,False,False,False,False
q2-50570116,0,0,False,False,False,False
q2-38080036,0,0,False,False,False,False
q2-48650045,0,0,False,False,False,False
q2-1511090432995,0,0,False,False,False,False
q2-11020029,0,0,False,False,False,False
q2-1984530276,0,0,False,False,False,False
q2-1513283878109,0,0,False,False,False,False
q2-1869242377,0,0,False,False,False,False
q2-1506679866479,0,0,False,False,False,False
q2-43960038,0,0,False,False,False,False
q2-1506746547444,0,0,False,False,False,False
q2-21060100,0,0,False,False,False,False
q2-1514687915979,0,0,False,False,False,False
q2-1856830886,0,0,False,False,False,False
q2-2034690276,0,0,False,False,False,False
q2-1513119852308,0,0,False,False,False,False
q2-31950024,0,0,False,False,False,False
q2-7870148,0,0,False,False,False,False
q2-47170006,0,0,False,False,False,False
q2-10030317,0,0,False,False,False,False
q2-1506595388227,0,0,False,False,False,False
q2-48300011,0,0,False,False,False,False
q2-18080084,0,0,False,False,False,False
q2-1873970039,0,0,False,False,False,False
q2-1507314506037,0,0,False,False,False,False
q2-1506105848055,0,0,False,False,False,False
q2-1513274616668,0,0,False,False,False,False
q2-13290027,0,0,False,False,False,False
q2-1871940464,0,0,False,False,False,False
q2-1984490326,0,0,False,False,False,False
q2-1971742352,0,0,False,False,False,False
q2-45390054,0,0,False,False,False,False
q2-1506518536320,0,0,False,False,False,False
q2-45080052,0,0,False,False,False,False
q2-41880043,0,0,False,False,False,False
q2-1875450886,0,0,False,False,False,False
q2-1513557166296,0,0,False,False,False,False
q2-4860318,0,0,False,False,False,False
q2-48700022,0,0,False,False,False,False
q2-1506758346840,0,0,False,False,False,False
q2-1506176517200,0,0,False,False,False,False
q2-1881481690,0,0,False,False,False,False
q2-12010013,0,0,False,False,False,False
q2-16525743,0,0,False,False,False,False
q2-1509046426223,0,0,False,False,False,False
q2-5990049,0,0,False,False,False,False
q2-1795110502,0,0,False,False,False,False
q2-30640057,0,0,False,False,False,False
q2-1513459213909,0,0,False,False,False,False
q2-2980312,0,0,False,False,False,False
q2-1880250571,0,0,False,False,False,False
q2-12050060,0,0,False,False,False,False
q2-1513293761181,0,0,False,False,False,False
q2-1509058586044,0,0,False,False,False,False
q2-41390043,0,0,False,False,False,False
q2-6780354,0,0,False,False,False,False
q2-11730003,0,0,False,False,False,False
q2-1511529536930,0,0,False,False,False,False
q2-1509186659273,0,0,False,False,False,False
q2-1780450,0,0,False,False,False,False
q2-1506181556054,0,0,False,False,False,False
q2-11040003,0,0,False,False,False,False
q2-114736093,0,0,False,False,False,False
q2-900109,0,0,False,False,False,False
q2-1881080475,0,0,False,False,False,False
q2-17270432,0,0,False,False,False,False
q2-43430045,0,0,False,False,False,False
q2-1506714186849,0,0,False,False,False,False
q2-1984120994,0,0,False,False,False,False
q2-1354020033,0,0,False,False,False,False
q2-1795701151,0,0,False,False,False,False
q2-1861380672,0,0,False,False,False,False
q2-960008,0,0,False,False,False,False
q2-1513289611811,0,0,False,False,False,False
q2-2035290953,0,0,False,False,False,False
q2-44790048,0,0,False,False,False,False
q2-45970008,0,0,False,False,False,False
q2-1506498896742,0,0,False,False,False,False
q2-1507328996013,0,0,False,False,False,False
q2-36750034,0,0,False,False,False,False
q2-1506250646045,0,0,False,False,False,False
q2-1790327,0,0,False,False,False,False
q2-1511116401271,0,0,False,False,False,False
q2-9990133,0,0,False,False,False,False
q2-15690045,0,0,False,False,False,False
q2-26624051,0,0,False,False,False,False
q2-1509236857869,0,0,False,False,False,False
q2-32750019,0,0,False,False,False,False
q2-1854901091,0,0,False,False,False,False
q2-49760013,0,0,False,False,False,False
q2-1791770031,0,0,False,False,False,False
q2-1880510025,0,0,False,False,False,False
q2-1505966436127,0,0,False,False,False,False
q2-1506165697032,0,0,False,False,False,False
q2-7970036,0,0,False,False,False,False
q2-1857950630,0,0,False,False,False,False
q2-19218689,0,0,False,False,False,False
q2-1872970336,0,0,False,False,False,False
q2-1511123948820,0,0,False,False,False,False
q2-1859762138,0,0,False,False,False,False
q2-1506246637336,0,0,False,False,False,False
q2-1506579390704,0,0,False,False,False,False
q2-7890257,0,0,False,False,False,False
q2-1874880058,0,0,False,False,False,False
q2-1513563257121,0,0,False,False,False,False
q2-22160299,0,0,False,False,False,False
q2-50100001,0,0,False,False,False,False
q2-45910060,0,0,False,False,False,False
q2-1505883556465,0,0,False,False,False,False
q2-1880050091,0,0,False,False,False,False
q2-2030610754,0,0,False,False,False,False
q2-7860331,0,0,False,False,False,False
q2-40400037,0,0,False,False,False,False
q2-24100060,0,0,False,False,False,False
q2-21710068,0,0,False,False,False,False
q2-48360095,0,0,False,False,False,False
q2-40300032,0,0,False,False,False,False
q2-15030014,0,0,False,False,False,False
q2-1797140185,0,0,False,False,False,False
q2-1881171177,0,0,False,False,False,False
q2-1798591304,0,0,False,False,False,False
q2-2980114,0,0,False,False,False,False
q2-11000273,0,0,False,False,False,False
q2-44530206,0,0,False,False,False,False
q2-1875660022,0,0,False,False,False,False
q2-49730012,0,0,False,False,False,False
q2-7990036,0,0,False,False,False,False
q2-1872850093,0,0,False,False,False,False
q2-1862771155,0,0,False,False,False,False
q2-36220860,0,0,False,False,False,False
q2-1879690737,0,0,False,False,False,False
q2-4910009,0,0,False,False,False,False
q2-1514954969139,0,0,False,False,False,False
q2-23772782,0,0,False,False,False,False
q2-46063809,0,0,False,False,False,False
q2-2035560557,0,0,False,False,False,False
q2-2038100445,0,0,False,False,False,False
q2-15080003,0,0,False,False,False,False
q2-1505921486454,0,0,False,False,False,False
q2-2040080898,0,0,False,False,False,False
q2-1513561558362,0,0,False,False,False,False
q2-2113680806,0,0,False,False,False,False
q2-1879360037,0,0,False,False,False,False
q2-11730002,0,0,False,False,False,False
q2-2039510201,0,0,False,False,False,False
q2-1876700603,0,0,False,False,False,False
q2-1910013,0,0,False,False,False,False
q2-1506498856950,0,0,False,False,False,False
q2-1875720049,0,0,False,False,False,False
q2-1795130498,0,0,False,False,False,False
q2-1794420354,0,0,False,False,False,False
q2-1980780624,0,0,False,False,False,False
q2-1881040074,0,0,False,False,False,False
q2-48640041,0,0,False,False,False,False
q2-27050576,0,0,False,False,False,False
q2-18491491,0,0,False,False,False,False
q2-1513849917268,0,0,False,False,False,False
q2-1974701347,0,0,False,False,False,False
q2-1509225995986,0,0,False,False,False,False
q2-1506170426686,0,0,False,False,False,False
q2-1513373336060,0,0,False,False,False,False
q2-1509234856027,0,0,False,False,False,False
q2-48460045,0,0,False,False,False,False
q2-7890332,0,0,False,False,False,False
q2-1355480252,0,0,False,False,False,False
q2-1506489676263,0,0,False,False,False,False
q2-1506516387044,0,0,False,False,False,False
q2-1974740029,0,0,False,False,False,False
q2-1862731271,0,0,False,False,False,False
q2-1509223416274,0,0,False,False,False,False
q2-1512474326119,0,0,False,False,False,False
q2-1798701026,0,0,False,False,False,False
q2-50070021,0,0,False,False,False,False
q2-7870283,0,0,False,False,False,False
q2-1797440305,0,0,False,False,False,False
q2-1512241909464,0,0,False,False,False,False
q2-1874780064,0,0,False,False,False,False
q2-38901173,0,0,False,False,False,False
q2-46690006,0,0,False,False,False,False
q2-1801335796,0,0,False,False,False,False
q2-1976680008,0,0,False,False,False,False
q2-31310263,0,0,False,False,False,False
q2-1506491716214,0,0,False,False,False,False
q2-1874920404,0,0,False,False,False,False
q2-1506736110671,0,0,False,False,False,False
q2-7850125,0,0,False,False,False,False
q2-1799050257,0,0,False,False,False,False
q2-1872970055,0,0,False,False,False,False
q2-1856951538,0,0,False,False,False,False
q2-41900048,0,0,False,False,False,False
q2-1793641151,0,0,False,False,False,False
q2-25520085,0,0,False,False,False,False
q2-2031730576,0,0,False,False,False,False
q2-48230034,0,0,False,False,False,False
q2-26670028,0,0,False,False,False,False
q2-1974821778,0,0,False,False,False,False
q2-2035290917,0,0,False,False,False,False
q2-16841286,0,0,False,False,False,False
q2-1973531692,0,0,False,False,False,False
q2-1513339550799,0,0,False,False,False,False
q2-1506715242238,0,0,False,False,False,False
q2-1799050241,0,0,False,False,False,False
q2-1509194426245,0,0,False,False,False,False
q2-67170018,0,0,False,False,False,False
q2-42290176,0,0,False,False,False,False
q2-1795210073,0,0,False,False,False,False
q2-1882540294,0,0,False,False,False,False
q2-30290047,0,0,False,False,False,False
q2-41633754,0,0,False,False,False,False
q2-1867011311,0,0,False,False,False,False
q2-1511610134576,0,0,False,False,False,False
q2-1800060197,0,0,False,False,False,False
q2-46353547,0,0,False,False,False,False
q2-1798210422,0,0,False,False,False,False
q2-19774293,0,0,False,False,False,False
q2-2970351,0,0,False,False,False,False
q2-1506504496560,0,0,False,False,False,False
q2-4850361,0,0,False,False,False,False
q2-6780096,0,0,False,False,False,False
q2-1505799056444,0,0,False,False,False,False
q2-49690048,0,0,False,False,False,False
q2-1506496856505,0,0,False,False,False,False
q2-1506520636519,0,0,False,False,False,False
q2-1511799046773,0,0,False,False,False,False
q2-1865041244,0,0,False,False,False,False
q2-1505959776000,0,0,False,False,False,False
q2-1790700096,0,0,False,False,False,False
q2-1506269298769,0,0,False,False,False,False
q2-49770027,0,0,False,False,False,False
q2-31290055,0,0,False,False,False,False
q2-2034690311,0,0,False,False,False,False
q2-14110061,0,0,False,False,False,False
q2-1513297331081,0,0,False,False,False,False
q2-1793840017,0,0,False,False,False,False
q2-1855791754,0,0,False,False,False,False
q2-1506524266334,0,0,False,False,False,False
q2-1861351166,0,0,False,False,False,False
q2-1513507757267,0,0,False,False,False,False
q2-1793500330,0,0,False,False,False,False
q2-24100035,0,0,False,False,False,False
q2-1866211423,0,0,False,False,False,False
q2-1513275902059,0,0,False,False,False,False
q2-1859812033,0,0,False,False,False,False
q2-20900009,0,0,False,False,False,False
q2-1971910094,0,0,False,False,False,False
q2-1506716146657,0,0,False,False,False,False
q2-1862920424,0,0,False,False,False,False
q2-1957730070,0,0,False,False,False,False
q2-1506502576993,0,0,False,False,False,False
q2-49760009,0,0,False,False,False,False
q2-13220034,0,0,False,False,False,False
q2-1509198626591,0,0,False,False,False,False
q2-1866061568,0,0,False,False,False,False
q2-15690043,0,0,False,False,False,False
q2-1512259347596,0,0,False,False,False,False
q2-1506185986057,0,0,False,False,False,False
q2-6910101,0,0,False,False,False,False
q2-7890422,0,0,False,False,False,False
q2-1509243106660,0,0,False,False,False,False
q2-15270029,0,0,False,False,False,False
q2-1863170850,0,0,False,False,False,False
q2-13843625,0,0,False,False,False,False
q2-68270006,0,0,False,False,False,False
q2-24760057,0,0,False,False,False,False
q2-1971322173,0,0,False,False,False,False
q2-1968762688,0,0,False,False,False,False
q2-40750122,0,0,False,False,False,False
q2-1871801111,0,0,False,False,False,False
q2-13110055,0,0,False,False,False,False
q2-1505790816198,0,0,False,False,False,False
q2-44930003,0,0,False,False,False,False
q2-1507342156126,0,0,False,False,False,False
q2-26550042,0,0,False,False,False,False
q2-20820034,0,0,False,False,False,False
q2-1513274435226,0,0,False,False,False,False
q2-45350045,0,0,False,False,False,False
q2-1510963357927,0,0,False,False,False,False
q2-1794190389,0,0,False,False,False,False
q2-12070065,0,0,False,False,False,False
q2-9980022,0,0,False,False,False,False
q2-33837267,0,0,False,False,False,False
q2-33610156,0,0,False,False,False,False
q2-41470042,0,0,False,False,False,False
q2-43430042,0,0,False,False,False,False
q2-1506493426479,0,0,False,False,False,False
q2-2970140,0,0,False,False,False,False
q2-1861491437,0,0,False,False,False,False
q2-44860008,0,0,False,False,False,False
q2-7860138,0,0,False,False,False,False
q2-2037100555,0,0,False,False,False,False
q2-1800101555,0,0,False,False,False,False
q2-11480031,0,0,False,False,False,False
q2-3980080,0,0,False,False,False,False
q2-1514722043934,0,0,False,False,False,False
q2-122244312,0,0,False,False,False,False
q2-1875340139,0,0,False,False,False,False
q2-1506493636528,0,0,False,False,False,False
q2-1509212316544,0,0,False,False,False,False
q2-1983520578,0,0,False,False,False,False
q2-1790670480,0,0,False,False,False,False
q2-7920019,0,0,False,False,False,False
q2-30740101,0,0,False,False,False,False
q2-45920033,0,0,False,False,False,False
q2-47960006,0,0,False,False,False,False
q2-1978821253,0,0,False,False,False,False
q2-1506715956425,0,0,False,False,False,False
q2-2031570307,0,0,False,False,False,False
q2-1977291520,0,0,False,False,False,False
q2-1883380284,0,0,False,False,False,False
q2-4840121,0,0,False,False,False,False
q2-4870369,0,0,False,False,False,False
q2-970020,0,0,False,False,False,False
q2-1767970249,0,0,False,False,False,False
q2-40140106,0,0,False,False,False,False
q2-1506502976207,0,0,False,False,False,False
q2-1865551010,0,0,False,False,False,False
q2-1506727410806,0,0,False,False,False,False
q2-1797260915,0,0,False,False,False,False
q2-2980090,0,0,False,False,False,False
q2-1513306760103,0,0,False,False,False,False
q2-1879370031,0,0,False,False,False,False
q2-1506178546734,0,0,False,False,False,False
q2-1513299478026,0,0,False,False,False,False
q2-7890056,0,0,False,False,False,False
q2-34920142,0,0,False,False,False,False
q2-1879271784,0,0,False,False,False,False
q2-2032840413,0,0,False,False,False,False
q2-1514945238081,0,0,False,False,False,False
q2-13060050,0,0,False,False,False,False
q2-24630133,0,0,False,False,False,False
q2-1506166867614,0,0,False,False,False,False
q2-54790064,0,0,False,False,False,False
q2-1868250766,0,0,False,False,False,False
q2-1798541104,0,0,False,False,False,False
q2-1872910431,0,0,False,False,False,False
q2-1513827960942,0,0,False,False,False,False
q2-33720021,0,0,False,False,False,False
q2-41760031,0,0,False,False,False,False
q2-1940035,0,0,False,False,False,False
q2-1509233376012,0,0,False,False,False,False
q2-1872680227,0,0,False,False,False,False
q2-27580161,0,0,False,False,False,False
q2-1511774796181,0,0,False,False,False,False
q2-1506181106746,0,0,False,False,False,False
q2-1798282830,0,0,False,False,False,False
q2-41990026,0,0,False,False,False,False
q2-30370364,0,0,False,False,False,False
q2-11020027,0,0,False,False,False,False
q2-1874830030,0,0,False,False,False,False
q2-1511999012342,0,0,False,False,False,False
q2-1859621940,0,0,False,False,False,False
q2-48790008,0,0,False,False,False,False
q2-1873960072,0,0,False,False,False,False
q2-1855701520,0,0,False,False,False,False
q2-1865511274,0,0,False,False,False,False
q2-1513293599180,0,0,False,False,False,False
q2-14100062,0,0,False,False,False,False
q2-29625158,0,0,False,False,False,False
q2-2029740524,0,0,False,False,False,False
q2-1509218473106,0,0,False,False,False,False
q2-2025970710,0,0,False,False,False,False
q2-1506510636415,0,0,False,False,False,False
q2-1799340321,0,0,False,False,False,False
q2-19004040,0,0,False,False,False,False
q2-1793700497,0,0,False,False,False,False
q2-1506174457179,0,0,False,False,False,False
q2-2033420336,0,0,False,False,False,False
q2-6890014,0,0,False,False,False,False
q2-1864440790,0,0,False,False,False,False
q2-1856921186,0,0,False,False,False,False
q2-1506512676719,0,0,False,False,False,False
q2-10180041,0,0,False,False,False,False
q2-20980005,0,0,False,False,False,False
q2-1780317,0,0,False,False,False,False
q2-1506502926424,0,0,False,False,False,False
q2-1803030480,0,0,False,False,False,False
q2-1974362555,0,0,False,False,False,False
q2-43140010,0,0,False,False,False,False
q2-49780004,0,0,False,False,False,False
q2-1792881449,0,0,False,False,False,False
q2-1511610045204,0,0,False,False,False,False
q2-44800029,0,0,False,False,False,False
q2-4970009,0,0,False,False,False,False
q2-940044,0,0,False,False,False,False
q2-1506170506738,0,0,False,False,False,False
q2-45430022,0,0,False,False,False,False
q2-1131230489,0,0,False,False,False,False
q2-1505879306615,0,0,False,False,False,False
q2-10190041,0,0,False,False,False,False
q2-1855931308,0,0,False,False,False,False
q2-1793320216,0,0,False,False,False,False
q2-7980004,0,0,False,False,False,False
q2-1509070776260,0,0,False,False,False,False
q2-1985060940,0,0,False,False,False,False
q2-4840143,0,0,False,False,False,False
q2-1506184896103,0,0,False,False,False,False
q2-27670047,0,0,False,False,False,False
q2-1877330044,0,0,False,False,False,False
q2-1988120304,0,0,False,False,False,False
q2-1797230128,0,0,False,False,False,False
q2-1509259336063,0,0,False,False,False,False
q2-1511724288117,0,0,False,False,False,False
q2-41170020,0,0,False,False,False,False
q2-46700033,0,0,False,False,False,False
q2-16420020,0,0,False,False,False,False
q2-42290187,0,0,False,False,False,False
q2-4930005,0,0,False,False,False,False
q2-1970621756,0,0,False,False,False,False
q2-1514444197137,0,0,False,False,False,False
q2-2027870645,0,0,False,False,False,False
q2-44480097,0,0,False,False,False,False
q2-1971780069,0,0,False,False,False,False
q2-1506173707109,0,0,False,False,False,False
q2-3980346,0,0,False,False,False,False
q2-45080058,0,0,False,False,False,False
q2-48190073,0,0,False,False,False,False
q2-1506126186271,0,0,False,False,False,False
q2-2034730659,0,0,False,False,False,False
q2-1793670869,0,0,False,False,False,False
q2-1511123270239,0,0,False,False,False,False
q2-42775034,0,0,False,False,False,False
q2-1878290041,0,0,False,False,False,False
q2-4890014,0,0,False,False,False,False
q2-10320085,0,0,False,False,False,False
q2-23842748,0,0,False,False,False,False
q2-1513556830031,0,0,False,False,False,False
q2-1512381554384,0,0,False,False,False,False
q2-1860946741,0,0,False,False,False,False
q2-1506721526744,0,0,False,False,False,False
q2-1506689257426,0,0,False,False,False,False
q2-2037250483,0,0,False,False,False,False
q2-1506263096902,0,0,False,False,False,False
q2-1506531626003,0,0,False,False,False,False
q2-1511778302520,0,0,False,False,False,False
q2-1511120076135,0,0,False,False,False,False
q2-49480002,0,0,False,False,False,False
q2-5649391675244544,0,0,False,False,False,False
q2-10560012,0,0,False,False,False,False
q2-20480038,0,0,False,False,False,False
q2-37220006,0,0,False,False,False,False
q2-1874820078,0,0,False,False,False,False
q2-1979491471,0,0,False,False,False,False
q2-7920049,0,0,False,False,False,False
q2-1506257007345,0,0,False,False,False,False
q2-12160064,0,0,False,False,False,False
q2-1513274628928,0,0,False,False,False,False
q2-1884040025,0,0,False,False,False,False
q2-1506723466849,0,0,False,False,False,False
q2-1506708666025,0,0,False,False,False,False
q2-1507331466022,0,0,False,False,False,False
q2-1509236676504,0,0,False,False,False,False
q2-1802140875,0,0,False,False,False,False
q2-7880116,0,0,False,False,False,False
q2-57820075,0,0,False,False,False,False
q2-27590137,0,0,False,False,False,False
q2-1884180782,0,0,False,False,False,False
q2-1798360247,0,0,False,False,False,False
q2-39700035,0,0,False,False,False,False
q2-44820005,0,0,False,False,False,False
q2-48690012,0,0,False,False,False,False
q2-910030,0,0,False,False,False,False
q2-1972561423,0,0,False,False,False,False
q2-1883351960,0,0,False,False,False,False
q2-12760012,0,0,False,False,False,False
q2-38811236,0,0,False,False,False,False
q2-1882220728,0,0,False,False,False,False
q2-1872940094,0,0,False,False,False,False
q2-1513572917883,0,0,False,False,False,False
q2-21710081,0,0,False,False,False,False
q2-1863301562,0,0,False,False,False,False
q2-1511509698938,0,0,False,False,False,False
q2-1788960329,0,0,False,False,False,False
q2-2980106,0,0,False,False,False,False
q2-1802081296,0,0,False,False,False,False
q2-31550024,0,0,False,False,False,False
q2-45780058,0,0,False,False,False,False
q2-27310076,0,0,False,False,False,False
q2-1506186316153,0,0,False,False,False,False
q2-26810110,0,0,False,False,False,False
q2-1988100263,0,0,False,False,False,False
q2-1506685457043,0,0,False,False,False,False
q2-1506725946254,0,0,False,False,False,False
q2-1505955227120,0,0,False,False,False,False
q2-1506170717202,0,0,False,False,False,False
q2-57820066,0,0,False,False,False,False
q2-1986100434,0,0,False,False,False,False
q2-27430010,0,0,False,False,False,False
q2-1506524326358,0,0,False,False,False,False
q2-1985081142,0,0,False,False,False,False
q2-1512508901201,0,0,False,False,False,False
q2-1509249286132,0,0,False,False,False,False
q2-6810158,0,0,False,False,False,False
q2-21770120,0,0,False,False,False,False
q2-35970071,0,0,False,False,False,False
q2-1861030884,0,0,False,False,False,False
q2-1797081119,0,0,False,False,False,False
q2-1506179157328,0,0,False,False,False,False
q2-1511283267092,0,0,False,False,False,False
q2-6890023,0,0,False,False,False,False
q2-1509214286314,0,0,False,False,False,False
q2-1513295946260,0,0,False,False,False,False
q2-1880520928,0,0,False,False,False,False
q2-1513335005990,0,0,False,False,False,False
q2-1861232143,0,0,False,False,False,False
q2-35820136,0,0,False,False,False,False
q2-1506120736360,0,0,False,False,False,False
q2-1863001776,0,0,False,False,False,False
q2-1979381764,0,0,False,False,False,False
q2-1509101276171,0,0,False,False,False,False
q2-1863801180,0,0,False,False,False,False
q2-1798270110,0,0,False,False,False,False
q2-49820009,0,0,False,False,False,False
q2-2037700296,0,0,False,False,False,False
q2-13110044,0,0,False,False,False,False
q2-1513859099464,0,0,False,False,False,False
q2-1866151159,0,0,False,False,False,False
q2-26516131,0,0,False,False,False,False
q2-2031570293,0,0,False,False,False,False
q2-31550023,0,0,False,False,False,False
q2-2033510475,0,0,False,False,False,False
q2-1801090152,0,0,False,False,False,False
q2-10020069,0,0,False,False,False,False
q2-7900148,0,0,False,False,False,False
q2-7850035,0,0,False,False,False,False
q2-33837272,0,0,False,False,False,False
q2-44790049,0,0,False,False,False,False
q2-15494865,0,0,False,False,False,False
q2-1864391655,0,0,False,False,False,False
q2-1506327798456,0,0,False,False,False,False
q2-1878170062,0,0,False,False,False,False
q2-1856742156,0,0,False,False,False,False
q2-7940009,0,0,False,False,False,False
q2-38811205,0,0,False,False,False,False
q2-1506698186845,0,0,False,False,False,False
q2-1874870633,0,0,False,False,False,False
q2-1870191070,0,0,False,False,False,False
q2-1880550058,0,0,False,False,False,False
q2-1863190961,0,0,False,False,False,False
q2-1509048596058,0,0,False,False,False,False
q2-1871860092,0,0,False,False,False,False
q2-1506718306849,0,0,False,False,False,False
q2-1879130732,0,0,False,False,False,False
q2-2040670574,0,0,False,False,False,False
q2-1513294000230,0,0,False,False,False,False
q2-31880142,0,0,False,False,False,False
q2-45480028,0,0,False,False,False,False
q2-1506520146272,0,0,False,False,False,False
q2-1864352334,0,0,False,False,False,False
q2-1513300146349,0,0,False,False,False,False
q2-23453334,0,0,False,False,False,False
q2-1791510181,0,0,False,False,False,False
q2-7870062,0,0,False,False,False,False
q2-44820035,0,0,False,False,False,False
q2-1514937477531,0,0,False,False,False,False
q2-1513285930549,0,0,False,False,False,False
q2-13640374,0,0,False,False,False,False
q2-1513099967648,0,0,False,False,False,False
q2-44810013,0,0,False,False,False,False
q2-1509222190156,0,0,False,False,False,False
q2-10080001,0,0,False,False,False,False
q2-21830035,0,0,False,False,False,False
q2-46760032,0,0,False,False,False,False
q2-1863770846,0,0,False,False,False,False
q2-1863840499,0,0,False,False,False,False
q2-960052,0,0,False,False,False,False
q2-33300136,0,0,False,False,False,False
q2-26810127,0,0,False,False,False,False
q2-1803060473,0,0,False,False,False,False
q2-1978731214,0,0,False,False,False,False
q2-1798110730,0,0,False,False,False,False
q2-49410029,0,0,False,False,False,False
q2-1513286056694,0,1,True,True,True,True
q2-30535192,0,0,False,False,False,False
q2-1506496436725,0,0,False,False,False,False
q2-20800557,0,0,False,False,False,False
q2-42540099,0,0,False,False,False,False
q2-5990306,0,0,False,False,False,False
q2-1862471526,0,0,False,False,False,False
q2-2035450826,0,0,False,False,False,False
q2-1506233866939,47,47,False,False,False,False
q2-24730101,0,0,False,False,False,False
q2-2032580593,0,0,False,False,False,False
q2-2032670435,0,0,False,False,False,False
